StockCode,Description,Quantity,UnitPrice,Country,Rating
21973,SET OF 36 MUSHROOM PAPER DOILIES,6,1.45,United Kingdom,5
22691,DOORMAT WELCOME SUNRISE,1,7.95,United Kingdom,4
21162,TOXIC AREA  DOOR HANGER ,1,1.45,United Kingdom,4
84926D,LA PALMIERA TILE COASTER,1,1.25,United Kingdom,4
22233,JIGSAW RABBIT AND BIRDHOUSE,2,1.65,United Kingdom,4
35400,WOODEN BOX ADVENT CALENDAR ,-1,8.95,United Kingdom,0
22486,PLASMATRONIC LAMP,2,12.75,United Kingdom,5
72801G,4 BURGUNDY WINE DINNER CANDLES,2,1.25,United Kingdom,2
84711A,SILVER OVAL SHAPE TRINKET BOX,2,9.95,United Kingdom,3
16169N,WRAP BLUE RUSSIAN FOLKART,25,0.42,United Kingdom,2
20769,DAISY JOURNAL ,3,2.55,United Kingdom,4
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1,1.25,United Kingdom,4
47480,HANGING PHOTO CLIP ROPE LADDER,1,1.65,United Kingdom,1
84522,PINK PARTY SUNGLASSES,1,1.95,United Kingdom,0
20731,POSY CANDY BAG,1,1.25,United Kingdom,4
35597B,BLACKCHRISTMAS TREE 30CM,1,1.25,United Kingdom,3
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,1.25,United Kingdom,0
21226,POCKET MIRROR WOODLAND,1,1.25,United Kingdom,5
79160,HEART SHAPE WIRELESS DOORBELL,1,2.1,United Kingdom,4
21089,SET/6 GREEN SPRING PAPER CUPS,2,0.65,United Kingdom,4
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,1,2.1,United Kingdom,5
72122,COFFEE SCENT PILLAR CANDLE,1,0.95,United Kingdom,1
84912A,PINK ROSE WASHBAG,1,3.75,United Kingdom,4
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,4.25,United Kingdom,4
21692,SILVER LATTICE VANILLA CANDLE POT,1,3.75,United Kingdom,0
84569A,PACK 3 IRON ON DOG PATCHES,12,1.25,United Kingdom,4
20775,DAISY NOTEBOOK ,1,1.65,United Kingdom,2
90179C,BLACK FINE BEAD NECKLACE W TASSEL,1,5.95,United Kingdom,4
90060D,FIRE POLISHED GLASS NECKL BRONZE,1,5.95,United Kingdom,4
85020,ROUND PINK HEART MIRROR,8,2.1,United Kingdom,2
20861,GOLD COSMETIC BAG PINK STAR,1,2.1,United Kingdom,5
21827,EIGHT PIECE CREEPY CRAWLIE SET,1,1.25,United Kingdom,2
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,4,0.65,United Kingdom,5
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,12,2.1,United Kingdom,4
22700,BLACK AND WHITE DOG BOWL,6,2.95,United Kingdom,1
10124A,SPOTS ON RED BOOKCOVER TAPE,4,0.42,United Kingdom,0
21644,ASSORTED TUTTI FRUTTI HEART BOX,2,1.25,United Kingdom,4
46000P,POLYESTER FILLER PAD 65CMx65CM,2,4.25,United Kingdom,2
22681,FRENCH BLUE METAL DOOR SIGN 6,1,1.25,United Kingdom,1
21746,SMALL RED RETROSPOT WINDMILL,1,1.25,United Kingdom,2
84916,HAND TOWEL PALE BLUE W FLOWERS,1,5.95,United Kingdom,4
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,1,0.85,United Kingdom,5
18094C,WHITE AND BLUE CERAMIC OIL BURNER,1,1.25,United Kingdom,5
22085,PAPER CHAIN KIT SKULLS ,1,2.95,United Kingdom,5
47586A,PINK FAIRY CAKE CUSHION COVER,2,2.55,United Kingdom,3
46115B,GREEN POP ART MAO CUSHION COVER ,6,0.19,United Kingdom,5
84975,HEART SHAPED MIRROR,3,1.69,United Kingdom,2
21336,GOLD WASHBAG,1,2.95,United Kingdom,4
22050,PINK PAISLEY ROSE GIFT WRAP,25,0.42,United Kingdom,5
21680,WOODLAND  STICKERS,6,0.85,United Kingdom,4
20819,SILVER TEDDY BEAR,1,3.75,United Kingdom,0
84925F,PSYCHEDELIC WALL THERMOMETER,1,2.55,United Kingdom,4
22535,MAGIC DRAWING SLATE BUNNIES ,2,0.42,United Kingdom,4
84968F,check,-20,0.0,United Kingdom,1
16169K,WRAP FOLK ART,25,0.42,United Kingdom,2
35833G,damages,-43,0.0,United Kingdom,3
21001,ROSE DU SUD WASHBAG ,3,4.21,United Kingdom,4
21028,NINJA RABBIT BLACK,1,2.51,United Kingdom,5
21171,BATHROOM METAL SIGN ,1,3.36,United Kingdom,2
21204,DAISIES  HONEYCOMB GARLAND ,1,3.36,United Kingdom,1
21222,SET/4 BADGES BEETLES,1,2.51,United Kingdom,4
21251,DINOSAUR HEIGHT CHART STICKER SET,1,5.91,United Kingdom,5
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,2,11.02,United Kingdom,2
21595,Dad's Cab Electronic Meter,1,8.47,United Kingdom,1
22101,MIRROR MOSAIC VOTIVE HOLDER,10,2.51,United Kingdom,5
35914,PINK CHICK EGG WARMER + EGG CUP,2,4.21,United Kingdom,4
37462E,"PET MUG, GOLDFISH",2,0.84,United Kingdom,0
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,9.95,United Kingdom,2
47481,50CM METAL STRING WITH  7 CLIPS,1,2.13,United Kingdom,1
84313B,BLUE TV TRAY TABLE ,1,16.98,United Kingdom,4
84422,PINK/BLUE DISC/MIRROR STRING,1,1.66,United Kingdom,2
84429A,MEDIUM PINK BUDDHA HEAD ,2,5.91,United Kingdom,3
84510C,SET OF 4 POLKADOT COASTERS,1,2.51,United Kingdom,2
84917,WHITE HAND TOWEL WITH BUTTERFLY,1,4.21,United Kingdom,4
85087,CANDY SPOT CUSHION COVER,1,8.47,United Kingdom,0
85094,CANDY SPOT EGG WARMER RABBIT,1,2.51,United Kingdom,4
85125,SMALL ROUND CUT GLASS CANDLESTICK,2,10.17,United Kingdom,5
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,1,3.81,United Kingdom,5
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,1,1.69,United Kingdom,2
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,1,5.09,United Kingdom,0
90074,BLACK DIAMOND CLUSTER NECKLACE,1,9.77,United Kingdom,2
90104,PURPLE FRANGIPANI HAIRCLIP,2,0.83,United Kingdom,5
90129C,GREEN GLASS TASSLE BAG CHARM,3,1.66,United Kingdom,1
90129D,AMBER GLASS TASSLE BAG CHARM,1,1.66,United Kingdom,4
90129E,PURPLE GLASS TASSLE BAG CHARM,4,1.66,United Kingdom,4
90160C,TURQ+RED BOUDICCA LARGE BRACELET,1,7.22,United Kingdom,0
90161D,ANT COPPER PINK BOUDICCA BRACELET,2,5.09,United Kingdom,5
90175B,PINK GLASS CHUNKY CHARM BRACELET,1,9.34,United Kingdom,5
90177D,DROP DIAMANTE EARRINGS PURPLE,1,2.96,United Kingdom,2
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,1,9.34,United Kingdom,1
90185A,AMBER DIAMANTE EXPANDABLE RING,1,4.24,United Kingdom,0
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,1,2.54,United Kingdom,1
15044D,RED PAPER PARASOL,1,5.91,United Kingdom,5
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,4,9.95,United Kingdom,4
21617,4 LILY  BOTANICAL DINNER CANDLES,12,3.75,United Kingdom,4
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,1.25,United Kingdom,5
35646,VINTAGE BEAD PINK EVENING BAG,4,4.25,United Kingdom,2
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,3,4.25,United Kingdom,2
72819,CUPID DESIGN SCENTED CANDLES,6,2.55,United Kingdom,4
84665,SQUARE CHERRY BLOSSOM CABINET,4,5.95,United Kingdom,0
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,6,1.65,United Kingdom,0
85047,WHITE BEADED GARLAND STRING 20LIGHT,-2,6.35,United Kingdom,1
22679,FRENCH BLUE METAL DOOR SIGN 4,5,0.0,United Kingdom,3
22520,CHILDS GARDEN TROWEL BLUE ,1,0.0,United Kingdom,1
22516,CHILDS GARDEN RAKE BLUE,1,0.0,United Kingdom,2
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1,0.0,United Kingdom,2
22498,WOODEN REGATTA BUNTING,1,5.95,United Kingdom,2
S,SAMPLES,-1,12.95,United Kingdom,0
84725,FREESTYLE CANVAS ART PICTURE,1,4.25,United Kingdom,0
37479P,CUBIC MUG FLOCK PINK ON BROWN,2,2.55,United Kingdom,1
AMAZONFEE,AMAZON FEE,-1,1.0,United Kingdom,1
17038,PORCELAIN BUDAH INCENSE HOLDER,100,0.07,United Kingdom,0
84388,WISE MAN STAR SHAPE EGG PAN,1,1.65,United Kingdom,3
17084J,LOVE POTION MASALA INCENSE,25,0.21,United Kingdom,4
84968D,SET OF 16 VINTAGE RED CUTLERY,1,12.75,United Kingdom,4
22211,WOOD STAMP SET FLOWERS,1,1.65,United Kingdom,3
22903,CALENDAR FAMILY FAVOURITES,1,2.95,United Kingdom,4
22026,BANQUET BIRTHDAY  CARD  ,12,0.42,United Kingdom,1
37340,MULTICOLOUR SPRING FLOWER MUG,4,0.85,United Kingdom,4
16052,TEATIME PUSH DOWN RUBBER,2,0.84,United Kingdom,4
16219,HOUSE SHAPE PENCIL SHARPENER,1,1.7,United Kingdom,4
20763,DAISY SKETCHBOOK ,1,7.62,United Kingdom,2
20801,LARGE PINK GLASS SUNDAE DISH,2,5.06,United Kingdom,1
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,2,25.49,United Kingdom,4
21316,SMALL CHUNKY GLASS ROMAN  BOWL,1,5.91,United Kingdom,2
21666,RIDGED GLASS T-LIGHT HOLDER,1,1.66,United Kingdom,0
22293,HANGING CHICK GREEN DECORATION,1,2.98,United Kingdom,0
22608,PENS ASSORTED FUNKY JEWELED ,1,1.66,United Kingdom,2
22789,T-LIGHT HOLDER SWEETHEART HANGING,2,4.21,United Kingdom,1
22880,NUMBER TILE VINTAGE FONT 1,1,4.21,United Kingdom,4
22883,NUMBER TILE VINTAGE FONT 4,1,4.21,United Kingdom,1
22889,NUMBER TILE VINTAGE FONT No ,1,4.21,United Kingdom,1
35809A,ENAMEL PINK TEA CONTAINER,1,4.21,United Kingdom,1
35833P,4 PINK FLOCK CHRISTMAS BALLS,1,3.36,United Kingdom,4
37500,TEA TIME TEAPOT IN GIFT BOX,1,21.23,United Kingdom,5
37501,TEA TIME TEA SET IN GIFT BOX,2,14.43,United Kingdom,5
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,2,0.84,United Kingdom,5
85130B,BEADED CRYSTAL HEART GREEN LARGE,1,3.36,United Kingdom,1
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2,4.21,United Kingdom,5
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,1,6.37,United Kingdom,2
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,1,3.81,United Kingdom,2
90005A,JADE GREEN ENAMEL HAIR COMB,1,2.11,United Kingdom,4
90019C,SILVER BLACK ORBIT BRACELET,1,5.51,United Kingdom,4
90087,CRYSTAL SEA HORSE PHONE CHARM,1,1.66,United Kingdom,0
90168,2 DAISIES HAIR COMB,1,2.96,United Kingdom,2
90169,DAISY HAIR COMB,1,2.54,United Kingdom,3
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,1,3.39,United Kingdom,0
90202C,GREEN ENAMEL FLOWER HAIR TIE,1,2.96,United Kingdom,5
90210C,RED   ACRYLIC FACETED BANGLE,1,2.96,United Kingdom,1
22528,GARDENERS KNEELING PAD,1,3.36,United Kingdom,1
48189,DOORMAT FRIENDSHIP ,1,16.98,United Kingdom,4
84989a,75 GREEN FAIRY CAKE CASES,1,2.13,United Kingdom,1
21410,COUNTRY COTTAGE  DOORSTOP GREEN,1,8.47,United Kingdom,5
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,5.06,United Kingdom,0
22513,DOORSTOP FOOTBALL DESIGN,1,7.62,United Kingdom,2
85119,WATERING CAN SINGLE HOOK PISTACHIO,1,3.36,United Kingdom,2
22875,NUMBER TILE COTTAGE GARDEN 7,1,4.21,United Kingdom,1
21689,SILVER VANILLA  FLOWER CANDLE POT,1,3.75,United Kingdom,1
84247E,PACK/12 XMAS FUN CARD,1,2.95,United Kingdom,5
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1,2.1,United Kingdom,1
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1,2.1,United Kingdom,1
85059,FRENCH ENAMEL WATER BASIN,1,3.75,United Kingdom,1
84497,BUTTONS AND STRIPES NOTEBOOK ,1,3.75,United Kingdom,1
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,10,0.85,United Kingdom,1
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,2,8.95,United Kingdom,1
22512,DOORSTOP RACING CAR DESIGN,1,7.62,United Kingdom,4
22611,VINTAGE UNION JACK SHOPPING BAG,1,10.17,United Kingdom,4
22873,NUMBER TILE COTTAGE GARDEN 5,1,4.21,United Kingdom,1
37467,PIG MUG IN TWO COLOUR DESIGNS,1,4.21,United Kingdom,1
84251B,"GREETING CARD, STICKY GORDON",1,0.85,United Kingdom,4
84927D,LA PALMIERA TILE HOOK,1,4.21,United Kingdom,4
85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,3.36,United Kingdom,1
85213,MINI  ZINC GARDEN DECORATIONS ,1,1.66,United Kingdom,4
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,1,4.24,United Kingdom,5
90019A,SILVER M.O.P ORBIT BRACELET,2,5.51,United Kingdom,5
90023,FILIGREE DIAMANTE EARRINGS,1,4.24,United Kingdom,5
90027A,GLASS BEAD HOOP EARRINGS BLACK,1,2.96,United Kingdom,2
90170,DAISY HAIR BAND,1,1.69,United Kingdom,0
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,1,2.96,United Kingdom,5
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,1,4.24,United Kingdom,2
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,2,5.94,United Kingdom,4
90214K,"LETTER ""K"" BLING KEY RING",1,0.85,United Kingdom,5
90214P,"LETTER ""P"" BLING KEY RING",1,0.85,United Kingdom,3
90214Z,"LETTER ""Z"" BLING KEY RING",1,0.85,United Kingdom,2
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,1,2.51,United Kingdom,5
20794,BLUE  TILE HOOK,1,5.06,United Kingdom,0
21269,ANTIQUE CREAM CUTLERY SHELF ,1,16.98,United Kingdom,5
21792,CLASSIC FRENCH STYLE BASKET GREEN ,1,13.57,United Kingdom,5
90212C,PURPLE LAS VEGAS BRACELET ROUND,3,3.75,United Kingdom,0
22708,WRAP DOLLY GIRL,25,0.42,United Kingdom,2
22048,BIRTHDAY BANQUET GIFT WRAP,25,0.42,United Kingdom,3
22057,CERAMIC PLATE STRAWBERRY DESIGN,4,1.49,United Kingdom,2
22930,BAKING MOULD HEART MILK CHOCOLATE,1,2.55,United Kingdom,5
22931,BAKING MOULD HEART WHITE CHOCOLATE,1,2.55,United Kingdom,5
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1,2.55,United Kingdom,2
22937,BAKING MOULD CHOCOLATE CUPCAKES,2,2.55,United Kingdom,3
22710,WRAP I LOVE LONDON ,25,0.42,France,0
22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,0.42,France,5
22936,BAKING MOULD ROSE WHITE CHOCOLATE,3,3.25,United Kingdom,5
22935,BAKING MOULD ROSE MILK CHOCOLATE,3,3.25,United Kingdom,2
21275,ZINC TOP  2 DOOR WOODEN SHELF ,-4,14.95,United Kingdom,5
85068,CREAM SWEETHEART SHELF + HOOKS,-1,7.95,United Kingdom,4
47348A,FUSCHIA VOILE POINTY SHOE DEC,1,1.95,United Kingdom,5
21686,MEDINA STAMPED METAL STOOL,1,39.95,United Kingdom,5
85024C,PINK SMALL JEWELLED PHOTOFRAME,1,1.65,United Kingdom,5
71038,WHITE HANGING BEADS CANDLE HOLDER,2,5.45,United Kingdom,2
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,4.65,United Kingdom,1
84910A,PINK PAISLEY CUSHION COVER ,2,5.95,United Kingdom,4
21246,RED RETROSPOT BIG BOWL,2,4.95,United Kingdom,4
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,1,5.45,United Kingdom,4
20618,QUEEN OF THE SKIES PASSPORT COVER ,1,2.1,United Kingdom,5
16202E,BLACK PHOTO ALBUM ,-1,5.55,United Kingdom,1
47420,ASSORTED COLOUR SUCTION CUP HOOK,2,0.19,United Kingdom,0
22510,GINGHAM BABUSHKA DOORSTOP,4,3.75,United Kingdom,5
48116,DOORMAT MULTICOLOUR STRIPE,2,7.95,United Kingdom,1
72709,IVORY SCULPTED RND CANDLE ,9,0.85,United Kingdom,4
72132,COLUMBIAN CUBE CANDLE,6,1.95,United Kingdom,3
85118,HEART T-LIGHT HOLDER,11,1.25,United Kingdom,1
35968,FOLK ART METAL HEART T-LIGHT HOLDER,12,0.38,United Kingdom,0
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,12,2.95,United Kingdom,0
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,5,8.95,United Kingdom,2
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,5,8.95,United Kingdom,5
84415B,BLUE FLOCK CUSHION COVER ,2,3.75,United Kingdom,5
20906,VINTAGE NOTEBOOK BEAUTY GIRL,1,2.95,United Kingdom,4
20703,BLUE PADDED SOFT MOBILE,-3,4.25,Germany,2
71495B,CD WALL TIDY RED FLOWERS,12,0.42,Portugal,1
78124,MAGAZINE RACK GEBRA ASSORTED ,6,2.75,Portugal,4
79403,FROSTED WHITE BASE ,1,1.66,United Kingdom,1
84251G,"GREETING CARD, OVERCROWDED POOL.",1,0.85,United Kingdom,1
90034,WHITE SILVER NECKLACE SHELL GLASS,1,10.19,United Kingdom,2
90040C,MURANO STYLE GLASS BRACELET GOLD,1,3.81,United Kingdom,1
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,1,1.69,United Kingdom,2
90089,PINK CRYSTAL SKULL PHONE CHARM,1,1.66,United Kingdom,5
90120A,PINK MURANO TWIST BRACELET,1,4.24,United Kingdom,1
90201D,GREEN ENAMEL FLOWER RING,1,2.96,United Kingdom,4
17013D,ORIGAMI ROSE INCENSE IN TUBE,1,3.36,United Kingdom,5
17096,ASSORTED LAQUERED INCENSE HOLDERS,1,0.43,United Kingdom,2
21285,RETROSPOT CANDLE  MEDIUM,3,4.21,United Kingdom,5
21442,GREEN BIRDHOUSE DECORATION,1,1.66,United Kingdom,4
21717,EASTER TIN BUCKET,1,5.06,United Kingdom,0
21749,LARGE RED RETROSPOT WINDMILL,2,4.21,United Kingdom,2
21750,LARGE SKULL WINDMILL,3,4.21,United Kingdom,5
22538,MINI JIGSAW GO TO THE FAIR,2,0.85,United Kingdom,3
22541,MINI JIGSAW LEAP FROG,1,0.85,United Kingdom,2
22647,CERAMIC LOVE HEART MONEY BANK,1,3.36,United Kingdom,4
22145,CHRISTMAS CRAFT HEART STOCKING ,30,2.1,Lithuania,1
22138,BAKING SET 9 PIECE RETROSPOT ,-3,4.95,United Kingdom,0
85230G,ORANGE VOTIVE CANDLE,24,0.29,United Kingdom,1
71215,METAL BASE FOR CANDLES,1,0.42,United Kingdom,4
20695,FLORAL BLUE MONSTER,1,4.25,United Kingdom,5
22820,GIFT BAG BIRTHDAY,12,0.65,United Kingdom,4
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,18,3.75,United Kingdom,5
84706D,CHERRY BLOSSOM TABLE CLOCK ,2,8.95,United Kingdom,3
22828,REGENCY MIRROR WITH SHUTTERS,1,165.0,United Kingdom,1
22703,PINK CAT BOWL,1,2.1,United Kingdom,1
84247L,FAWN AND MUSHROOM GREETING CARD,12,0.42,United Kingdom,2
22937,BAKING MOULD CHOCOLATE CUP CAKES,6,2.55,United Kingdom,1
22698,PINK REGENCY TEACUP AND SAUCER,1,2.95,United Kingdom,2
84875B,GREEN SQUARE COMPACT MIRROR,4,3.75,United Kingdom,4
84876D,BLUE HEART COMPACT MIRROR,4,3.75,United Kingdom,4
84192,ASSORTED COLOUR METAL CAT ,12,1.25,United Kingdom,5
21628,TRIANGULAR POUFFE VINTAGE ,2,14.95,Channel Islands,5
22254,FELT TOADSTOOL LARGE,12,1.25,United Kingdom,5
21615,4 LAVENDER BOTANICAL DINNER CANDLES,6,3.75,United Kingdom,1
22236,CAKE STAND 3 TIER MAGIC GARDEN,12,10.95,United Kingdom,1
22933,BAKING MOULD EASTER EGG MILK CHOC,12,2.95,United Kingdom,4
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,12,2.55,United Kingdom,5
21382,SET/4 SPRING FLOWER DECORATION,3,2.95,United Kingdom,2
44235,ASS COL CIRCLE MOBILE ,5,0.42,United Kingdom,1
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",1,7.95,United Kingdom,1
21535,RED RETROSPOT SMALL MILK JUG,-6,2.55,United Kingdom,1
21120,*Boombox Ipod Classic,1,16.98,United Kingdom,5
21264,WHITE GOOSE FEATHER TREE 60CM ,1,5.91,United Kingdom,5
21284,RETROSPOT CANDLE  SMALL,1,3.36,United Kingdom,2
22201,FRYING PAN BLUE POLKADOT,1,8.47,United Kingdom,0
22269,EGG CUP NATURAL CHICKEN,1,2.51,United Kingdom,4
22526,WHEELBARROW FOR CHILDREN ,1,25.49,United Kingdom,5
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1,5.06,United Kingdom,5
85180B,PINK HEARTS LIGHT CHAIN ,1,9.32,United Kingdom,5
90030B,RED KUKUI COCONUT SEED NECKLACE,1,5.94,United Kingdom,4
90030C,BROWN KUKUI COCONUT SEED NECKLACE,1,5.94,United Kingdom,4
90039B,FIRE POLISHED GLASS BRACELET MONTAN,1,3.81,United Kingdom,0
90039D,FIRE POLISHED GLASS BRACELET GREEN,1,3.81,United Kingdom,4
90093,CLEAR CRYSTAL STAR PHONE CHARM,1,1.66,United Kingdom,3
90128A,PINK LEAVES AND BEADS PHONE CHARM,1,2.51,United Kingdom,0
90128C,GREEN LEAVES AND BEADS PHONE CHARM,1,2.51,United Kingdom,5
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,1,2.51,United Kingdom,2
90161C,ANT COPPER LIME BOUDICCA BRACELET,1,5.09,United Kingdom,1
90174,BUTTERFLY HAIR BAND,1,2.54,United Kingdom,4
90188,DROP EARRINGS W FLOWER & LEAF,1,2.54,United Kingdom,4
90214O,"LETTER ""O"" BLING KEY RING",1,0.85,United Kingdom,5
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,1,16.13,United Kingdom,5
22423,faulty,-13,0.0,United Kingdom,4
16015,MEDIUM CHINESE STYLE SCISSOR,1,0.5,United Kingdom,0
16008,SMALL FOLDING SCISSOR(POINTED EDGE),2,0.25,United Kingdom,5
37444B,BLUE BREAKFAST CUP AND SAUCER ,2,2.95,United Kingdom,2
37333,"RETRO ""TEA FOR ONE"" ",1,4.95,United Kingdom,1
20778,GARDEN PATH NOTEBOOK ,3,1.65,United Kingdom,2
20758,ABSTRACT CIRCLES POCKET BOOK,7,0.85,United Kingdom,1
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,0.65,France,2
22824,3 TIER SWEETHEART GARDEN SHELF,1,35.95,United Kingdom,5
21132,SILVER STANDING GNOME   ,4,4.25,United Kingdom,3
84818,DANISH ROSE PHOTO FRAME,1,2.55,Spain,4
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,-12,2.55,United Kingdom,4
22230,JIGSAW TREE WITH WATERING CAN,-12,0.85,United Kingdom,2
90033,IVORY SHELL HEART EARRINGS,1,2.55,United Kingdom,5
84843,WHITE SOAP RACK WITH 2 BOTTLES,2,5.95,United Kingdom,4
85032A,ROMANTIC IMAGES GIFT WRAP SET,6,2.1,United Kingdom,4
85032C,CURIOUS IMAGES GIFT WRAP SET,6,2.1,United Kingdom,5
21144,PINK POODLE HANGING DECORATION ,2,3.36,United Kingdom,5
21317,GLASS SPHERE CANDLE STAND MEDIUM,1,11.02,United Kingdom,5
72815,3 WICK CHRISTMAS BRIAR CANDLE ,1,8.47,United Kingdom,4
84968e,SET OF 16 VINTAGE BLACK CUTLERY,1,25.49,United Kingdom,2
22885,NUMBER TILE VINTAGE FONT 6 ,1,4.21,United Kingdom,5
84660b,BLACK STITCHED WALL CLOCK,1,7.62,United Kingdom,2
84356,POMPOM CURTAIN,1,6.95,United Kingdom,0
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,8,0.85,United Kingdom,4
46000S,Dotcom sales,-100,0.0,United Kingdom,5
21562,HAWAIIAN GRASS SKIRT ,12,1.25,United Kingdom,1
22856,ASSORTED EASTER DECORATIONS  BELLS,18,1.25,Germany,4
22934,BAKING MOULD EASTER EGG WHITE CHOC,12,2.95,Germany,4
16048,TEATIME ROUND PENCIL SHARPENER ,1,0.85,United Kingdom,2
20932,PINK POT PLANT CANDLE,1,7.62,United Kingdom,2
22263,FELT EGG COSY LADYBIRD ,1,1.66,United Kingdom,3
46776F,WOVEN ROSE GARDEN CUSHION COVER ,1,4.21,United Kingdom,1
84509E,SET OF 4 CAROUSEL PLACEMATS ,1,7.62,United Kingdom,4
84510E,SET OF 4 GREEN CAROUSEL COASTERS,1,2.51,United Kingdom,4
84748,FOLK FELT HANGING MULTICOL GARLAND,1,7.62,United Kingdom,1
90070,RUBY GLASS CLUSTER BRACELET,1,6.37,United Kingdom,4
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,1,10.62,United Kingdom,0
90201C,RED ENAMEL FLOWER RING,1,2.96,United Kingdom,2
37475,SET/4 COLOURFUL MIXING BOWLS,4,9.95,United Kingdom,5
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,6,2.55,United Kingdom,1
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,6,2.55,United Kingdom,1
22053,EMPIRE DESIGN ROSETTE,10,1.25,United Kingdom,1
21131,GOLD STANDING GNOME,30,3.75,United Kingdom,0
20654,FIRST CLASS LUGGAGE TAG ,3,1.25,United Kingdom,2
17165D,ASS COL LARGE SAND FROG P'WEIGHT,6,1.05,United Kingdom,4
22291,HANGING CHICK CREAM DECORATION,24,1.45,United Kingdom,2
15058A,BLUE POLKADOT GARDEN PARASOL,1,7.95,United Kingdom,2
20868,SILVER FABRIC MIRROR,2,1.25,United Kingdom,4
84820,DANISH ROSE TRINKET TRAYS,2,5.95,United Kingdom,5
85006,SET 4 NURSERY DES ROUND BOXES,3,2.95,United Kingdom,0
84821,DANISH ROSE DELUXE COASTER,12,0.85,United Kingdom,2
84638,SMALL KITCHEN FLOWER POTS PLAQUE,1,6.95,United Kingdom,4
22229,BUNNY WOODEN PAINTED WITH FLOWER ,1,0.85,United Kingdom,4
22228,BUNNY WOODEN PAINTED WITH BIRD ,1,0.85,United Kingdom,4
16169P,WRAP GREEN RUSSIAN FOLKART ,25,0.42,United Kingdom,4
16054,POPART RECT PENCIL SHARPENER ASST,2,0.42,United Kingdom,0
84595E,LARGE TORTILLA DESIGN RED BOWL,1,3.75,United Kingdom,4
35915B,BLUE KNITTED HEN ,2,1.65,United Kingdom,5
85086A,CANDY SPOT HEART DECORATION,1,0.85,United Kingdom,2
85084,HOLLY TOP CHRISTMAS STOCKING,1,0.85,United Kingdom,4
81950V,FLOWER PURPLE CLOCK W/SUCKER,1,0.85,United Kingdom,1
22055,MINI CAKE STAND  HANGING STRAWBERY,64,1.45,United Kingdom,4
84631,FRUIT TREE AND BIRDS WALL PLAQUE,2,7.95,United Kingdom,0
